Title,Authors,recommendation
Learning to encode spatial relations from natural language,"['Tiago Ramalho', 'Tomas Kocisky\u200e', 'Frederic Besse', 'S. M. Ali Eslami', 'Gabor Melis', 'Fabio Viola', 'Phil Blunsom', 'Karl Moritz Hermann']",Reject
Meta-Learning with Domain Adaptation for Few-Shot Learning under Domain Shift,"['Doyen Sahoo', 'Hung Le', 'Chenghao Liu', 'Steven C. H. Hoi']",Reject
Pooling Is Neither Necessary nor Sufficient for Appropriate Deformation Stability in CNNs,"['Avraham Ruderman', 'Neil C. Rabinowitz', 'Ari S. Morcos', 'Daniel Zoran']",Reject
Gaussian-gated LSTM: Improved convergence by reducing state updates,"['Matthew Thornton', 'Jithendar Anumula', 'Shih-Chii Liu']",Reject
Better Generalization with On-the-fly Dataset Denoising,"['Jiaming Song', 'Tengyu Ma', 'Michael Auli', 'Yann Dauphin']",Reject
SnapQuant: A Probabilistic and Nested Parameterization for Binary Networks,"['Kuan Wang', 'Hao Zhao', 'Anbang Yao', 'Aojun Zhou', 'Dawei Sun', 'Yurong Chen']",Reject
Graph Wavelet Neural Network,"['Bingbing Xu', 'Huawei Shen', 'Qi Cao', 'Yunqi Qiu', 'Xueqi Cheng']",Accept (Poster)
Cramer-Wold AutoEncoder,"['Jacek Tabor', 'Szymon Knop', 'Przemysław Spurek', 'Igor Podolak', 'Marcin Mazur', 'Stanisław Jastrzębski']",Reject
The Unusual Effectiveness of Averaging in GAN Training,"['Yasin Yaz{\\i}c{\\i}', 'Chuan-Sheng Foo', 'Stefan Winkler', 'Kim-Hui Yap', 'Georgios Piliouras', 'Vijay Chandrasekhar']",Accept (Poster)
Evaluating Robustness of Neural Networks with Mixed Integer Programming,"['Vincent Tjeng', 'Kai Y. Xiao', 'Russ Tedrake']",Accept (Poster)
DeepTwist: Learning Model Compression via Occasional Weight Distortion,"['Dongsoo Lee', 'Parichay Kapoor', 'Byeongwook Kim']",Reject
Countdown Regression: Sharp and Calibrated Survival Predictions,"['Anand Avati', 'Tony Duan', 'Sharon Zhou', 'Kenneth Jung', 'Nigam Shah', 'Andrew Ng']",Reject
Synthnet: Learning synthesizers end-to-end,"['Florin Schimbinschi', 'Christian Walder', 'Sarah Erfani', 'James Bailey']",Reject
Are Generative Classifiers More Robust to Adversarial Attacks?,"['Yingzhen Li', 'John Bradshaw', 'Yash Sharma']",Reject
Training Variational Auto Encoders with Discrete Latent Representations using Importance Sampling,"['Alexander Bartler', 'Felix Wiewel', 'Bin Yang', 'Lukas Mauch']",Reject
Towards the first adversarially robust neural network model on MNIST,"['Lukas Schott', 'Jonas Rauber', 'Matthias Bethge', 'Wieland Brendel']",Accept (Poster)
"Unicorn: Continual learning with a universal, off-policy agent","['Daniel J. Mankowitz', 'Augustin Žídek', 'André Barreto', 'Dan Horgan', 'Matteo Hessel', 'John Quan', 'Junhyuk Oh', 'Hado van Hasselt', 'David Silver', 'Tom Schaul']",Reject
On the Turing Completeness of Modern Neural Network Architectures,"['Jorge Pérez', 'Javier Marinković', 'Pablo Barceló']",Accept (Poster)
Adaptive Posterior Learning: few-shot learning with a surprise-based memory module,"['Tiago Ramalho', 'Marta Garnelo']",Accept (Poster)
Denoise while Aggregating: Collaborative Learning in Open-Domain Question Answering,"['Haozhe Ji', 'Yankai Lin', 'Zhiyuan Liu', 'Maosong Sun']",Reject
"A Closer Look at Deep Learning Heuristics: Learning rate restarts, Warmup and Distillation","['Akhilesh Gotmare', 'Nitish Shirish Keskar', 'Caiming Xiong', 'Richard Socher']",Accept (Poster)
Three continual learning scenarios and a case for generative replay,"['Gido M. van de Ven', 'Andreas S. Tolias']",Reject
On the Relationship between Neural Machine Translation and Word Alignment,"['Xintong Li', 'Lemao Liu', 'Guanlin Li', 'Max Meng', 'Shuming Shi']",Reject
Polar Prototype Networks,"['Pascal Mettes', 'Elise van der Pol', 'Cees G. M. Snoek']",Reject
DANA: Scalable Out-of-the-box Distributed ASGD Without Retuning,"['Ido Hakimi', 'Saar Barkai', 'Moshe Gabel', 'Assaf Schuster']",Reject
iRDA Method for Sparse Convolutional Neural Networks,"['Xiaodong Jia', 'Liang Zhao', 'Lian Zhang', 'Juncai He', 'Jinchao Xu']",Reject
Coarse-grain Fine-grain Coattention Network for Multi-evidence Question Answering,"['Victor Zhong', 'Caiming Xiong', 'Nitish Shirish Keskar', 'Richard Socher']",Accept (Poster)
Rectified Gradient: Layer-wise Thresholding for Sharp and Coherent Attribution Maps,"['Beomsu Kim', 'Junghoon Seo', 'Jeongyeol Choe', 'Jamyoung Koo', 'Seunghyeon Jeon', 'Taegyun Jeon']",Reject
Near-Optimal Representation Learning for Hierarchical Reinforcement Learning,"['Ofir Nachum', 'Shixiang Gu', 'Honglak Lee', 'Sergey Levine']",Accept (Poster)
Projective Subspace Networks For Few-Shot Learning,"['Christian Simon', 'Piotr Koniusz', 'Mehrtash Harandi']",Reject
Assumption Questioning: Latent Copying and Reward Exploitation in Question Generation,"['Tom Hosking', 'Sebastian Riedel']",Reject
Pixel Redrawn For A Robust Adversarial Defense,"['Jiacang Ho', 'Dae-Ki Kang']",Reject
Execution-Guided Neural Program Synthesis,"['Xinyun Chen', 'Chang Liu', 'Dawn Song']",Accept (Poster)
Imposing Category Trees Onto Word-Embeddings Using A Geometric Construction,"['Tiansi Dong', 'Chrisitan Bauckhage', 'Hailong Jin', 'Juanzi Li', 'Olaf Cremers', 'Daniel Speicher', 'Armin B. Cremers', 'Joerg Zimmermann']",Accept (Poster)
Adaptive Convolutional Neural Networks,"['Julio Cesar Zamora', 'Jesus Adan Cruz Vargas', 'Omesh Tickoo']",Reject
Accelerated Value Iteration via Anderson Mixing,"['Yujun Li', 'Chengzhuo Ni', 'Guangzeng Xie', 'Wenhao Yang', 'Shuchang Zhou', 'Zhihua Zhang']",Reject
SHAMANN: Shared Memory Augmented Neural Networks,"['Cosmin I. Bercea', 'Olivier Pauly', 'Andreas K. Maier', 'Florin C. Ghesu']",Reject
"FROM DEEP LEARNING TO DEEP DEDUCING: AUTOMATICALLY TRACKING DOWN NASH EQUILIBRIUM THROUGH AUTONOMOUS NEURAL AGENT, A POSSIBLE MISSING STEP TOWARD GENERAL A.I.",['Brown Wang'],Reject
Decoupling feature extraction from policy learning: assessing benefits of state representation learning in goal based robotics,"['Antonin Raffin', 'Ashley Hill', 'René Traoré', 'Timothée Lesort', 'Natalia Díaz-Rodríguez', 'David Filliat']",Reject
Integrated Steganography and Steganalysis with Generative Adversarial Networks,['Chong Yu'],Reject
Learning Kolmogorov Models for Binary Random Variables,"['Hadi Ghauch', 'Hossein S. Ghadikolaei', 'Mikael Skoglund', 'Carlo Fischione']",Reject
DelibGAN: Coarse-to-Fine Text Generation via Adversarial Network,"['Ke Wang', 'Xiaojun Wan']",Reject
Consistency-based anomaly detection with adaptive multiple-hypotheses predictions,"['Duc Tam Nguyen', 'Zhongyu Lou', 'Michael Klar', 'Thomas Brox']",Reject
A quantifiable testing of global translational invariance in Convolutional and Capsule Networks,['Weikai Qi'],Reject
RedSync : Reducing Synchronization Traffic for Distributed Deep Learning,"['Jiarui Fang', 'Cho-Jui Hsieh']",Reject
EMI: Exploration with Mutual Information Maximizing State and Action Embeddings,"['Hyoungseok Kim', 'Jaekyeom Kim', 'Yeonwoo Jeong', 'Sergey Levine', 'Hyun Oh Song']",Reject
A Multi-modal one-class generative adversarial network for anomaly detection in manufacturing,"['Shuhui Qu', 'Janghwan Lee', 'Wei Xiong', 'Wonhyouk Jang', 'Jie Wang']",Reject
Pumpout: A Meta Approach for Robustly Training Deep Neural Networks with Noisy Labels,"['Bo Han', 'Gang Niu', 'Jiangchao Yao', 'Xingrui Yu', 'Miao Xu', 'Ivor Tsang', 'Masashi Sugiyama']",Reject
Incremental training of multi-generative adversarial networks,"['Qi Tan', 'Pingzhong Tang', 'Ke Xu', 'Weiran Shen', 'Song Zuo']",Reject
"S3TA: A Soft, Spatial, Sequential, Top-Down Attention Model","['Alex Mott', 'Daniel Zoran', 'Mike Chrzanowski', 'Daan Wierstra', 'Danilo J. Rezende']",Reject
ROBUST ESTIMATION VIA GENERATIVE ADVERSARIAL NETWORKS,"['Chao GAO', 'jiyi LIU', 'Yuan YAO', 'Weizhi ZHU']",Accept (Poster)
Learning Discriminators as Energy Networks in Adversarial Learning,"['Pingbo Pan', 'Yan Yan', 'Tianbao Yang', 'Yi Yang']",Reject
Dynamic Pricing on E-commerce Platform with Deep Reinforcement Learning,"['Jiaxi Liu', 'Yidong Zhang', 'Xiaoqing Wang', 'Yuming Deng', 'Xingyu Wu', 'Miaolan Xie']",Reject
"Woulda, Coulda, Shoulda: Counterfactually-Guided Policy Search","['Lars Buesing', 'Theophane Weber', 'Yori Zwols', 'Nicolas Heess', 'Sebastien Racaniere', 'Arthur Guez', 'Jean-Baptiste Lespiau']",Accept (Poster)
LEARNING ADVERSARIAL EXAMPLES WITH RIEMANNIAN GEOMETRY,"['Shufei Zhang', 'Kaizhu Huang', 'Rui Zhang', 'Amir Hussain']",Reject
Robust Conditional Generative Adversarial Networks,"['Grigorios G. Chrysos', 'Jean Kossaifi', 'Stefanos Zafeiriou']",Accept (Poster)
Attentive Neural Processes,"['Hyunjik Kim', 'Andriy Mnih', 'Jonathan Schwarz', 'Marta Garnelo', 'Ali Eslami', 'Dan Rosenbaum', 'Oriol Vinyals', 'Yee Whye Teh']",Accept (Poster)
Pyramid Recurrent Neural Networks for Multi-Scale Change-Point Detection,"['Zahra Ebrahimzadeh', 'Min Zheng', 'Selcuk Karakas', 'Samantha Kleinberg']",Reject
Visual Reasoning by Progressive Module Networks,"['Seung Wook Kim', 'Makarand Tapaswi', 'Sanja Fidler']",Accept (Poster)
 Large-Scale Visual Speech Recognition,"['Brendan Shillingford', 'Yannis Assael', 'Matthew W. Hoffman', 'Thomas Paine', 'Cían Hughes', 'Utsav Prabhu', 'Hank Liao', 'Hasim Sak', 'Kanishka Rao', 'Lorrayne Bennett', 'Marie Mulville', 'Ben Coppin', 'Ben Laurie', 'Andrew Senior', 'Nando de Freitas']",Reject
Real-time Neural-based Input Method,"['Jiali Yao', 'Raphael Shu', 'Xinjian Li', 'Katsutoshi Ohtsuki', 'Hideki Nakayama']",Reject
Hindsight policy gradients,"['Paulo Rauber', 'Avinash Ummadisingu', 'Filipe Mutz', 'Jürgen Schmidhuber']",Accept (Poster)
Multi-Scale Stacked Hourglass Network for Human Pose Estimation,"['Chunsheng Guo', 'Wenlong Du', 'Na Ying']",Reject
Computation-Efficient Quantization Method for Deep Neural Networks,"['Parichay Kapoor', 'Dongsoo Lee', 'Byeongwook Kim', 'Saehyung Lee']",Reject
Modular Deep Probabilistic Programming,"['Zhenwen Dai', 'Eric Meissner', 'Neil D. Lawrence']",Reject
Efficient Convolutional Neural Network Training with Direct Feedback Alignment,"['Donghyeon Han', 'Hoi-jun Yoo']",Reject
Better Accuracy with Quantified Privacy: Representations Learned via Reconstructive Adversarial Network,"['Sicong Liu', 'Anshumali Shrivastava', 'Junzhao Du', 'Lin Zhong']",Reject
LeMoNADe: Learned Motif and Neuronal Assembly Detection in calcium imaging videos,"['Elke Kirschbaum', 'Manuel Haußmann', 'Steffen Wolf', 'Hannah Sonntag', 'Justus Schneider', 'Shehabeldin Elzoheiry', 'Oliver Kann', 'Daniel Durstewitz', 'Fred A Hamprecht']",Accept (Poster)
Visual Explanation by Interpretation: Improving Visual Feedback Capabilities of Deep Neural Networks,"['Jose Oramas', 'Kaili Wang', 'Tinne Tuytelaars']",Accept (Poster)
Dirichlet Variational Autoencoder,"['Weonyoung Joo', 'Wonsung Lee', 'Sungrae Park', 'and Il-Chul Moon']",Reject
Local Stability and Performance of Simple Gradient Penalty $\mu$-Wasserstein GAN,"['Cheolhyeong Kim', 'Seungtae Park', 'Hyung Ju Hwang']",Reject
Why Do Neural Response Generation Models Prefer Universal Replies?,"['Bowen Wu', 'Nan Jiang', 'Zhifeng Gao', 'Zongsheng Wang', 'Suke Li', 'Wenge Rong', 'Baoxun Wang']",Reject
Optimal margin Distribution Network,"['Shen-Huan Lv', 'Lu Wang', 'Zhi-Hua Zhou']",Reject
Max-MIG: an Information Theoretic Approach for Joint Learning from Crowds,"['Peng Cao*', 'Yilun Xu*', 'Yuqing Kong', 'Yizhou  Wang']",Accept (Poster)
A Priori Estimates  of the Generalization Error for Two-layer Neural Networks,"['Lei Wu', 'Chao Ma', 'Weinan E']",Reject
Characterizing the Accuracy/Complexity Landscape of Explanations of Deep Networks through Knowledge Extraction,"['Simon Odense', ""Artur d'Avila Garcez""]",Reject
"VARIATIONAL SGD: DROPOUT , GENERALIZATION AND CRITICAL POINT AT THE END OF CONVEXITY",['Michael Tetelman'],Reject
Hierarchical Visuomotor Control of Humanoids,"['Josh Merel', 'Arun Ahuja', 'Vu Pham', 'Saran Tunyasuvunakool', 'Siqi Liu', 'Dhruva Tirumala', 'Nicolas Heess', 'Greg Wayne']",Accept (Poster)
Function Space Particle Optimization for Bayesian Neural Networks,"['Ziyu Wang', 'Tongzheng Ren', 'Jun Zhu', 'Bo Zhang']",Accept (Poster)
Why do deep convolutional networks generalize so poorly to small image transformations?,"['Aharon Azulay', 'Yair Weiss']",Reject
Feed-forward Propagation in Probabilistic Neural Networks with Categorical and Max Layers,"['Alexander Shekhovtsov', 'Boris Flach']",Accept (Poster)
A preconditioned accelerated stochastic gradient descent algorithm,"['Alexandru Onose', 'Seyed Iman Mossavat', 'Henk-Jan H. Smilde']",Reject
Hierarchical Reinforcement Learning via Advantage-Weighted Information Maximization,"['Takayuki Osa', 'Voot Tangkaratt', 'Masashi Sugiyama']",Accept (Poster)
Formal Limitations on the Measurement of Mutual Information,"['David McAllester', 'Karl Stratos']",Reject
Causal importance of orientation selectivity for generalization in image recognition,['Jumpei Ukita'],Reject
Sparse Binary Compression: Towards Distributed Deep Learning with minimal Communication,"['Felix Sattler', 'Simon Wiedemann', 'Klaus-Robert Müller', 'Wojciech Samek']",Reject
Large-Scale Study of Curiosity-Driven Learning,"['Yuri Burda', 'Harri Edwards', 'Deepak Pathak', 'Amos Storkey', 'Trevor Darrell', 'Alexei A. Efros']",Accept (Poster)
"On Tighter Generalization Bounds for Deep Neural Networks: CNNs, ResNets, and Beyond","['Xingguo Li', 'Junwei Lu', 'Zhaoran Wang', 'Jarvis Haupt', 'Tuo Zhao']",Reject
Intriguing Properties of Learned Representations,"['Amartya Sanyal', 'Varun Kanade', 'Philip H. Torr']",Reject
StrokeNet: A Neural Painting Environment,"['Ningyuan Zheng', 'Yifan Jiang', 'Dingjiang Huang']",Accept (Poster)
Pushing the bounds of dropout,"['Gábor Melis', 'Charles Blundell', 'Tomáš Kočiský', 'Karl Moritz Hermann', 'Chris Dyer', 'Phil Blunsom']",Reject
Deep processing of structured data,"['Łukasz Maziarka', 'Marek Śmieja', 'Aleksandra Nowak', 'Jacek Tabor', 'Łukasz Struski', 'Przemysław Spurek']",Reject
Dynamic Early Terminating of Multiply Accumulate Operations for Saving Computation Cost in Convolutional Neural Networks,"['Yu-Yi Su', 'Yung-Chih Chen', 'Xiang-Xiu Wu', 'Shih-Chieh Chang']",Reject
Laplacian Networks: Bounding Indicator Function Smoothness for Neural Networks Robustness,"['Carlos Eduardo Rosar Kos Lassance', 'Vincent Gripon', 'Antonio Ortega']",Reject
Low Latency Privacy Preserving Inference,"['Alon Brutzkus', 'Oren Elisha', 'Ran Gilad-Bachrach']",Reject
DialogWAE: Multimodal Response Generation with Conditional Wasserstein Auto-Encoder,"['Xiaodong Gu', 'Kyunghyun Cho', 'Jung-Woo Ha', 'Sunghun Kim']",Accept (Poster)
RETHINKING SELF-DRIVING : MULTI -TASK KNOWLEDGE FOR BETTER GENERALIZATION AND ACCIDENT EXPLANATION ABILITY,"['Zhihao LI', 'Toshiyuki MOTOYOSHI', 'Kazuma SASAKI', 'Tetsuya OGATA', 'Shigeki SUGANO']",Reject
Quaternion Recurrent Neural Networks,"['Titouan Parcollet', 'Mirco Ravanelli', 'Mohamed Morchid', 'Georges Linarès', 'Chiheb Trabelsi', 'Renato De Mori', 'Yoshua Bengio']",Accept (Poster)
Reward Constrained Policy Optimization,"['Chen Tessler', 'Daniel J. Mankowitz', 'Shie Mannor']",Accept (Poster)
Optimization on Multiple Manifolds,"['Mingyang Yi', 'Huishuai Zhang', 'Wei Chen', 'Zhi-ming Ma', 'Tie-yan Liu']",Reject
Invariant-equivariant representation learning for multi-class data,['Ilya Feige'],Reject
Language Modeling Teaches You More Syntax than Translation Does: Lessons Learned Through Auxiliary Task Analysis,"['Kelly W. Zhang', 'Samuel R. Bowman']",Reject
Convolutional CRFs for Semantic Segmentation,"['Marvin Teichmann', 'Roberto Cipolla']",Reject
Learning Latent Superstructures in Variational Autoencoders for Deep Multidimensional Clustering,"['Xiaopeng Li', 'Zhourong Chen', 'Leonard K. M. Poon', 'Nevin L. Zhang']",Accept (Poster)
Sentence Encoding with Tree-Constrained Relation Networks,"['Lei Yu', ""Cyprien de Masson d'Autume"", 'Chris Dyer', 'Phil Blunsom', 'Lingpeng Kong', 'Wang Ling']",Reject
ReNeg and Backseat Driver: Learning from demonstration with continuous human feedback,"['Zoe Papakipos', 'Jacob Beck', 'Michael Littman']",Reject
Generalization and Regularization in DQN,"['Jesse Farebrother', 'Marlos C. Machado', 'Michael Bowling']",Reject
An Automatic Operation Batching Strategy for the Backward Propagation of Neural Networks Having Dynamic Computation Graphs,"['Yuchen Qiao', 'Kenjiro Taura']",Reject
Variational Smoothing in Recurrent Neural Network Language Models,"['Lingpeng Kong', 'Gabor Melis', 'Wang Ling', 'Lei Yu', 'Dani Yogatama']",Accept (Poster)
Curiosity-Driven Experience Prioritization via Density Estimation,"['Rui Zhao', 'Volker Tresp']",Reject
Initialized Equilibrium Propagation for Backprop-Free Training,"[""Peter O'Connor"", 'Efstratios Gavves', 'Max Welling']",Accept (Poster)
Unsupervised Expectation Learning for Multisensory Binding,"['Pablo Barros', 'German I. Parisi', 'Manfred Eppe', 'Stefan Wermter']",Reject
Multi-turn Dialogue Response Generation in an Adversarial Learning Framework,"['Oluwatobi O. Olabiyi', 'Alan Salimov', 'Anish Khazane', 'Erik T. Mueller']",Reject
The loss landscape of overparameterized neural networks,['Y. Cooper'],Reject
Identifying and Controlling Important Neurons in Neural Machine Translation,"['Anthony Bau', 'Yonatan Belinkov', 'Hassan Sajjad', 'Nadir Durrani', 'Fahim Dalvi', 'James Glass']",Accept (Poster)
Switching Linear Dynamics for Variational Bayes Filtering,"['Philip Becker-Ehmck', 'Jan Peters', 'Patrick van der Smagt']",Reject
signSGD via Zeroth-Order Oracle,"['Sijia Liu', 'Pin-Yu Chen', 'Xiangyi Chen', 'Mingyi Hong']",Accept (Poster)
DELTA: DEEP LEARNING TRANSFER USING FEATURE MAP WITH ATTENTION FOR CONVOLUTIONAL NETWORKS,"['Xingjian Li', 'Haoyi Xiong', 'Hanchao Wang', 'Yuxuan Rao', 'Liping Liu', 'Jun Huan']",Accept (Poster)
RelWalk -- A Latent Variable Model Approach to Knowledge Graph Embedding,"['Danushka Bollegala', 'Huda Hakami', 'Yuichi Yoshida', 'Ken-ichi Kawarabayashi']",Reject
DynCNN: An Effective Dynamic Architecture on Convolutional Neural Network for Surveillance Videos,"['De-Qin Gao', 'Ping-Chen Tsai', 'Shanq-Jang Ruan']",Reject
Globally Soft Filter Pruning For Efficient Convolutional Neural Networks,"['Ke Xu', 'Xiaoyun Wang', 'Qun Jia', 'Jianjing An', 'Dong Wang']",Reject
PRUNING IN TRAINING: LEARNING AND RANKING SPARSE CONNECTIONS IN DEEP CONVOLUTIONAL NETWORKS,"['Yanwei Fu', 'Shun Zhang', 'Donghao Li', 'Xinwei Sun', 'Xiangyang Xue', 'Yuan Yao']",Reject
Learning to Remember More with Less Memorization,"['Hung Le', 'Truyen Tran', 'Svetha Venkatesh']",Accept (Oral)
Log Hyperbolic Cosine Loss Improves Variational Auto-Encoder,"['Pengfei Chen', 'Guangyong Chen', 'Shengyu Zhang']",Reject
Convolutional Neural Networks combined with Runge-Kutta Methods,"['Mai Zhu', 'Bo Chang', 'Chong Fu']",Reject
Discrete Structural Planning for Generating Diverse Translations,"['Raphael Shu', 'Hideki Nakayama']",Reject
Mapping the hyponymy relation of wordnet onto vector Spaces,"['Jean-Philippe Bernardy', 'Aleksandre Maskharashvili']",Reject
On the Selection of Initialization and Activation Function for Deep Neural Networks,"['Soufiane Hayou', 'Arnaud Doucet', 'Judith Rousseau']",Reject
An Information-Theoretic Metric of Transferability for Task Transfer Learning,"['Yajie Bao', 'Yang Li', 'Shao-Lun Huang', 'Lin Zhang', 'Amir R. Zamir', 'Leonidas J. Guibas']",Reject
Unsupervised Emergence of Spatial Structure from Sensorimotor Prediction,"['Alban Laflaquière', 'Michael Garcia Ortiz']",Reject
Variance Networks: When Expectation Does Not Meet Your Expectations,"['Kirill Neklyudov', 'Dmitry Molchanov', 'Arsenii Ashukha', 'Dmitry Vetrov']",Accept (Poster)
Exploring and Enhancing the Transferability of Adversarial Examples,"['Lei Wu', 'Zhanxing Zhu', 'Cheng Tai']",Reject
Deterministic Variational Inference for Robust Bayesian Neural Networks,"['Anqi Wu', 'Sebastian Nowozin', 'Edward Meeds', 'Richard E. Turner', 'José Miguel Hernández-Lobato', 'Alexander L. Gaunt']",Accept (Oral)
Learning to Separate Domains in Generalized Zero-Shot and Open Set Learning: a probabilistic perspective,"['Hanze Dong', 'Yanwei Fu', 'Leonid Sigal', 'SungJu Hwang', 'Yu-Gang Jiang', 'Xiangyang Xue']",Reject
Purchase as Reward : Session-based  Recommendation by Imagination Reconstruction,"['Qibing Li', 'Xiaolin Zheng']",Reject
Directional Analysis of Stochastic Gradient Descent via von Mises-Fisher Distributions in Deep Learning,"['Cheolhyoung Lee', 'Kyunghyun Cho', 'Wanmo Kang']",Reject
Holographic and other Point Set Distances for Machine Learning,"['Lukas Balles', 'Thomas Fischbacher']",Reject
Conditional Network Embeddings,"['Bo Kang', 'Jefrey Lijffijt', 'Tijl De Bie']",Accept (Poster)
Distribution-Interpolation Trade off in Generative Models,"['Damian Leśniak', 'Igor Sieradzki', 'Igor Podolak']",Accept (Poster)
Volumetric Convolution: Automatic Representation Learning in Unit Ball,"['Sameera Ramasinghe', 'Salman Khan', 'Nick Barnes']",Reject
Domain Generalization via Invariant Representation under Domain-Class Dependency,"['Kei Akuzawa', 'Yusuke Iwasawa', 'Yutaka Matsuo']",Reject
Semi-supervised Learning with Multi-Domain Sentiment Word Embeddings,"['Ran Tian', 'Yash Agrawal', 'Kento Watanabe', 'Hiroya Takamura']",Reject
Fast adversarial training for semi-supervised learning,"['Dongha Kim', 'Yongchan Choi', 'Jae-Joon Han', 'Changkyu Choi', 'Yongdai Kim']",Reject
Sample Efficient Adaptive Text-to-Speech,"['Yutian Chen', 'Yannis Assael', 'Brendan Shillingford', 'David Budden', 'Scott Reed', 'Heiga Zen', 'Quan Wang', 'Luis C. Cobo', 'Andrew Trask', 'Ben Laurie', 'Caglar Gulcehre', 'Aäron van den Oord', 'Oriol Vinyals', 'Nando de Freitas']",Accept (Poster)
Object detection deep learning networks for Optical Character Recognition,"['Christopher Bourez', 'Aurelien Coquard']",Reject
Maximal Divergence Sequential Autoencoder for Binary Software Vulnerability Detection,"['Tue Le', 'Tuan Nguyen', 'Trung Le', 'Dinh Phung', 'Paul Montague', 'Olivier De Vel', 'Lizhen Qu']",Accept (Poster)
Sample Efficient Imitation Learning for Continuous Control,"['Fumihiro Sasaki', 'Tetsuya Yohira', 'Atsuo Kawaguchi']",Accept (Poster)
Practical lossless compression with latent variables using bits back coding,"['James Townsend', 'Thomas Bird', 'David Barber']",Accept (Poster)
Remember and Forget for Experience Replay,"['Guido Novati', 'Petros Koumoutsakos']",Reject
Interactive Agent Modeling by Learning to Probe,"['Tianmin Shu', 'Caiming Xiong', 'Ying Nian Wu', 'Song-Chun Zhu']",Reject
An Adversarial Learning Framework for a Persona-based Multi-turn Dialogue Model,"['Oluwatobi O. Olabiyi', 'Anish Khazane', 'Alan Salimov', 'Erik T.Mueller']",Reject
Training generative latent models  by variational f-divergence minimization,"['Mingtian Zhang', 'Thomas Bird', 'Raza Habib', 'Tianlin Xu', 'David Barber']",Reject
Context-adaptive Entropy Model for End-to-end Optimized Image Compression,"['Jooyoung Lee', 'Seunghyun Cho', 'Seung-Kwon Beack']",Accept (Poster)
DecayNet: A Study on the Cell States of Long Short Term Memories,"['Nicholas I.H. Kuo', 'Mehrtash T. Harandi', 'Hanna Suominen', 'Nicolas Fourrier', 'Christian Walder', 'Gabriela Ferraro']",Reject
Perfect Match: A Simple Method for Learning Representations For Counterfactual Inference With Neural Networks,"['Patrick Schwab', 'Lorenz Linhardt', 'Walter Karlen']",Reject
Multi-Task Learning for Semantic Parsing with Cross-Domain Sketch,"['Huan Wang', 'Yuxiang Hu', 'Li Dong', 'Feijun Jiang', 'Zaiqing Nie']",Reject
Analysis of Quantized Models,"['Lu Hou', 'Ruiliang Zhang', 'James T. Kwok']",Accept (Poster)
Strength in Numbers: Trading-off Robustness and Computation via Adversarially-Trained Ensembles,"['Edward Grefenstette', 'Robert Stanforth', ""Brendan O'Donoghue"", 'Jonathan Uesato', 'Grzegorz Swirszcz', 'Pushmeet Kohli']",Reject
Discrete flow posteriors for variational inference in discrete dynamical systems,"['Laurence Aitchison', 'Vincent Adam', 'Srinivas C. Turaga']",Reject
Generating Multiple Objects at Spatially Distinct Locations,"['Tobias Hinz', 'Stefan Heinrich', 'Stefan Wermter']",Accept (Poster)
Stacking for Transfer Learning,['Peng Yuankai'],Reject
Difference-Seeking Generative Adversarial Network,"['Yi-Lin Sung', 'Sung-Hsien Hsieh', 'Soo-Chang Pei', 'Chun-Shien Lu']",Reject
ANYTIME MINIBATCH: EXPLOITING STRAGGLERS IN ONLINE DISTRIBUTED OPTIMIZATION,"['Nuwan Ferdinand', 'Haider Al-Lawati', 'Stark Draper', 'Matthew Nokleby']",Accept (Poster)
What a difference a pixel makes: An empirical examination of features used by CNNs for categorisation,"['Gaurav Malhotra', 'Jeffrey Bowers']",Reject
Computing committor functions for the study of rare events using deep learning with importance sampling,"['Qianxiao Li', 'Bo Lin', 'Weiqing Ren']",Reject
"S-System, Geometry, Learning, and Optimization: A Theory of Neural Networks","['Shuai Li', 'Kui Jia']",Reject
An experimental study of layer-level training speed and its impact on generalization,"['Simon Carbonnelle', 'Christophe De Vleeschouwer']",Reject
MERCI: A NEW METRIC TO EVALUATE THE CORRELATION BETWEEN PREDICTIVE UNCERTAINTY AND TRUE ERROR,"['michel moukari', 'loïc simon', 'sylvaine picard', 'frédéric jurie']",Reject
A rotation-equivariant convolutional neural network model of primary visual cortex,"['Alexander S. Ecker', 'Fabian H. Sinz', 'Emmanouil Froudarakis', 'Paul G. Fahey', 'Santiago A. Cadena', 'Edgar Y. Walker', 'Erick Cobos', 'Jacob Reimer', 'Andreas S. Tolias', 'Matthias Bethge']",Accept (Poster)
Selective Self-Training for semi-supervised Learning,"['Jisoo Jeong', 'Seungeui Lee', 'Nojun Kwak']",Reject
Feature Attribution As Feature Selection,"['Satoshi Hara', 'Koichi Ikeno', 'Tasuku Soma', 'Takanori Maehara']",Reject
Gradient-based Training of Slow Feature Analysis by Differentiable Approximate Whitening,"['Merlin Schüler', 'Hlynur Davíð Hlynsson', 'Laurenz Wiskott']",Reject
SEQUENCE MODELLING WITH AUTO-ADDRESSING AND RECURRENT MEMORY INTEGRATING NETWORKS,"['Zhangheng Li', 'Jia-Xing Zhong', 'Jingjia Huang', 'Tao Zhang', 'Thomas Li', 'Ge Li']",Reject
